codigo_localidad,nombre_localidad,area,ano,poblacion_total,poblacion_hombres,poblacion_mujeres,poblacion_0_5,poblacion_6_11,poblacion_12_17,poblacion_5_17,poblacion_18_59,poblacion_60_mas
01,Usaquén,Centros Poblados y Rural Disperso,2033,736,316,420,46,97,133,238,299,161
01,Usaquén,Total,2033,671667,307863,363804,35941,39267,39179,84735,393052,164228
02,Chapinero,Cabecera Municipal,2033,199588,95884,103704,15129,14697,10671,28038,119948,39143
02,Chapinero,Centros Poblados y Rural Disperso,2033,1288,669,619,117,88,94,201,781,208
02,Chapinero,Total,2033,200876,96553,104323,15246,14785,10765,28239,120729,39351
03,Santa Fe,Cabecera Municipal,2033,112304,52216,60088,16424,17886,8414,30169,58432,11148
03,Santa Fe,Centros Poblados y Rural Disperso,2033,1280,656,624,157,149,150,324,655,169
03,Santa Fe,Total,2033,113584,52872,60712,16581,18035,8564,30493,59087,11317
04,San Cristóbal,Cabecera Municipal,2033,432858,207748,225110,36626,39671,32163,78373,246918,77480
04,San Cristóbal,Centros Poblados y Rural Disperso,2033,86,32,54,9,5,2,7,43,27
04,San Cristóbal,Total,2033,432944,207780,225164,36635,39676,32165,78380,246961,77507
05,Usme,Cabecera Municipal,2033,474746,236981,237765,50321,49730,37805,96197,266334,70556
05,Usme,Centros Poblados y Rural Disperso,2033,11819,6137,5682,1164,1089,1160,2421,6569,1837
05,Usme,Total,2033,486565,243118,243447,51485,50819,38965,98618,272903,72393
06,Tunjuelito,Cabecera Municipal,2033,192851,96602,96249,21992,20211,13536,37440,105724,31388
06,Tunjuelito,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2033,192851,96602,96249,21992,20211,13536,37440,105724,31388
07,Bosa,Cabecera Municipal,2033,765711,370007,395704,44721,51864,58075,117817,480891,130160
07,Bosa,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2033,765711,370007,395704,44721,51864,58075,117817,480891,130160
08,Kennedy,Cabecera Municipal,2033,1075433,527173,548260,29874,41236,70676,117324,702272,231375
08,Kennedy,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2033,1075433,527173,548260,29874,41236,70676,117324,702272,231375
09,Fontibón,Cabecera Municipal,2033,437830,201973,235857,26671,26226,24776,55501,264852,95305
09,Fontibón,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2033,437830,201973,235857,26671,26226,24776,55501,264852,95305
10,Engativá,Cabecera Municipal,2033,846296,403673,442623,26736,33035,47932,85706,536437,202156
10,Engativá,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2033,846296,403673,442623,26736,33035,47932,85706,536437,202156
11,Suba,Cabecera Municipal,2033,1457205,690371,766834,74049,51475,87026,146785,906179,338476
11,Suba,Centros Poblados y Rural Disperso,2033,4985,2584,2401,417,419,443,921,2913,793
11,Suba,Total,2033,1462190,692955,769235,74466,51894,87469,147706,909092,339269
12,Barrios Unidos,Cabecera Municipal,2033,174803,89747,85056,15048,13524,9112,25130,102702,34417
12,Barrios Unidos,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2033,174803,89747,85056,15048,13524,9112,25130,102702,34417
13,Teusaquillo,Cabecera Municipal,2033,160046,60771,99275,13502,16901,7351,28068,90092,32200
13,Teusaquillo,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2033,160046,60771,99275,13502,16901,7351,28068,90092,32200
14,Los Mártires,Cabecera Municipal,2033,84681,31463,53218,7117,13656,6152,21509,47737,10019
14,Los Mártires,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2033,84681,31463,53218,7117,13656,6152,21509,47737,10019
15,Antonio Nariño,Cabecera Municipal,2033,93715,41686,52029,16360,11520,5573,19580,46539,13723
15,Antonio Nariño,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2033,93715,41686,52029,16360,11520,5573,19580,46539,13723
16,Puente Aranda,Cabecera Municipal,2033,264386,132849,131537,15543,16489,14641,33857,156862,60851
16,Puente Aranda,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2033,264386,132849,131537,15543,16489,14641,33857,156862,60851
17,La Candelaria,Cabecera Municipal,2033,21069,10051,11018,647,741,1257,2094,14116,4308
17,La Candelaria,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2033,21069,10051,11018,647,741,1257,2094,14116,4308
18,Rafael Uribe Uribe,Cabecera Municipal,2033,409220,198204,211016,30048,33564,29931,68844,239388,76289
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2033,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2033,409220,198204,211016,30048,33564,29931,68844,239388,76289
19,Ciudad Bolivar,Cabecera Municipal,2033,707414,357344,350070,49892,61605,60912,131718,423752,111253
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2033,12455,6248,6207,1312,1408,1229,2897,6705,1801
19,Ciudad Bolivar,Total,2033,719869,363592,356277,51204,63013,62141,134615,430457,113054
20,Sumapaz,Cabecera Municipal,2033,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2033,4583,2269,2314,375,396,426,884,2517,869
20,Sumapaz,Total,2033,4583,2269,2314,375,396,426,884,2517,869
01,Usaquén,Cabecera Municipal,2034,679153,311371,367782,35572,39290,39487,85015,396372,168432
01,Usaquén,Centros Poblados y Rural Disperso,2034,743,320,423,45,97,133,238,300,168
01,Usaquén,Total,2034,679896,311691,368205,35617,39387,39620,85253,396672,168600
02,Chapinero,Cabecera Municipal,2034,201340,96741,104599,15146,15147,11283,29123,120039,39725
02,Chapinero,Centros Poblados y Rural Disperso,2034,1302,675,627,116,87,95,201,792,212
02,Chapinero,Total,2034,202642,97416,105226,15262,15234,11378,29324,120831,39937
03,Santa Fe,Cabecera Municipal,2034,113415,52506,60909,16795,19149,9525,32671,57472,10474
03,Santa Fe,Centros Poblados y Rural Disperso,2034,1287,660,627,157,146,150,321,661,173
03,Santa Fe,Total,2034,114702,53166,61536,16952,19295,9675,32992,58133,10647
04,San Cristóbal,Cabecera Municipal,2034,436005,209307,226698,35574,39870,33538,79800,248132,78891
04,San Cristóbal,Centros Poblados y Rural Disperso,2034,82,30,52,9,5,2,7,42,24
04,San Cristóbal,Total,2034,436087,209337,226750,35583,39875,33540,79807,248174,78915
05,Usme,Cabecera Municipal,2034,482572,240940,241632,49887,51094,39848,99608,269437,72306
05,Usme,Centros Poblados y Rural Disperso,2034,11935,6202,5733,1151,1086,1160,2413,6640,1898
05,Usme,Total,2034,494507,247142,247365,51038,52180,41008,102021,276077,74204
06,Tunjuelito,Cabecera Municipal,2034,193256,96777,96479,21769,20778,14413,38880,105144,31152
06,Tunjuelito,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2034,193256,96777,96479,21769,20778,14413,38880,105144,31152
07,Bosa,Cabecera Municipal,2034,768187,371378,396809,43726,50408,57170,115259,482132,134751
07,Bosa,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2034,768187,371378,396809,43726,50408,57170,115259,482132,134751
08,Kennedy,Cabecera Municipal,2034,1078454,529026,549428,29272,38448,66017,109705,704876,239841
08,Kennedy,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2034,1078454,529026,549428,29272,38448,66017,109705,704876,239841
09,Fontibón,Cabecera Municipal,2034,440661,203219,237442,26513,26586,24701,55781,265048,97813
09,Fontibón,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2034,440661,203219,237442,26513,26586,24701,55781,265048,97813
10,Engativá,Cabecera Municipal,2034,847864,404619,443245,26321,31711,45427,81775,537115,207290
10,Engativá,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2034,847864,404619,443245,26321,31711,45427,81775,537115,207290
11,Suba,Cabecera Municipal,2034,1469315,696276,773039,73602,48573,81316,138099,913909,351915
11,Suba,Centros Poblados y Rural Disperso,2034,5023,2597,2426,415,416,443,917,2937,812
11,Suba,Total,2034,1474338,698873,775465,74017,48989,81759,139016,916846,352727
12,Barrios Unidos,Cabecera Municipal,2034,176029,90465,85564,15068,14055,9791,26367,102636,34479
12,Barrios Unidos,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2034,176029,90465,85564,15068,14055,9791,26367,102636,34479
13,Teusaquillo,Cabecera Municipal,2034,160041,60594,99447,13948,18257,8246,30443,88062,31528
13,Teusaquillo,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2034,160041,60594,99447,13948,18257,8246,30443,88062,31528
14,Los Mártires,Cabecera Municipal,2034,85514,31726,53788,7169,14700,7024,23432,46940,9681
14,Los Mártires,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2034,85514,31726,53788,7169,14700,7024,23432,46940,9681
15,Antonio Nariño,Cabecera Municipal,2034,94536,41932,52604,16647,12408,6227,21210,45973,13281
15,Antonio Nariño,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2034,94536,41932,52604,16647,12408,6227,21210,45973,13281
16,Puente Aranda,Cabecera Municipal,2034,264498,133000,131498,15271,16581,14810,34080,156550,61286
16,Puente Aranda,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2034,264498,133000,131498,15271,16581,14810,34080,156550,61286
17,La Candelaria,Cabecera Municipal,2034,21335,10120,11215,635,733,1273,2100,14284,4410
17,La Candelaria,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2034,21335,10120,11215,635,733,1273,2100,14284,4410
18,Rafael Uribe Uribe,Cabecera Municipal,2034,410824,198737,212087,29310,33257,30871,69348,239848,77538
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2034,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2034,410824,198737,212087,29310,33257,30871,69348,239848,77538
19,Ciudad Bolivar,Cabecera Municipal,2034,713267,360538,352729,48084,60188,62431,131491,428086,114478
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2034,12531,6291,6240,1302,1399,1231,2883,6757,1842
19,Ciudad Bolivar,Total,2034,725798,366829,358969,49386,61587,63662,134374,434843,116320
20,Sumapaz,Cabecera Municipal,2034,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2034,4635,2292,2343,375,392,428,882,2547,893
20,Sumapaz,Total,2034,4635,2292,2343,375,392,428,882,2547,893
01,Usaquén,Cabecera Municipal,2035,687142,315093,372049,35233,39280,39964,85433,399743,172922
01,Usaquén,Centros Poblados y Rural Disperso,2035,743,323,420,45,95,133,236,302,168
01,Usaquén,Total,2035,687885,315416,372469,35278,39375,40097,85669,400045,173090
02,Chapinero,Cabecera Municipal,2035,202816,97463,105353,15118,15499,11983,30185,119918,40298
02,Chapinero,Centros Poblados y Rural Disperso,2035,1305,676,629,116,86,94,199,797,212
02,Chapinero,Total,2035,204121,98139,105982,15234,15585,12077,30384,120715,40510
03,Santa Fe,Cabecera Municipal,2035,114683,52904,61779,17137,20302,10846,35251,56601,9797
03,Santa Fe,Centros Poblados y Rural Disperso,2035,1289,662,627,157,144,152,321,661,175
03,Santa Fe,Total,2035,115972,53566,62406,17294,20446,10998,35572,57262,9972
04,San Cristóbal,Cabecera Municipal,2035,438962,210795,228167,34516,39737,35120,81084,249521,80068
04,San Cristóbal,Centros Poblados y Rural Disperso,2035,87,32,55,9,5,2,7,42,29
04,San Cristóbal,Total,2035,439049,210827,228222,34525,39742,35122,81091,249563,80097
05,Usme,Cabecera Municipal,2035,490254,244810,245444,49327,52091,42253,102978,272901,73682
05,Usme,Centros Poblados y Rural Disperso,2035,12020,6239,5781,1144,1075,1157,2400,6695,1949
05,Usme,Total,2035,502274,251049,251225,50471,53166,43410,105378,279596,75631
06,Tunjuelito,Cabecera Municipal,2035,193527,96878,96649,21500,21182,15493,40343,104572,30780
06,Tunjuelito,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2035,193527,96878,96649,21500,21182,15493,40343,104572,30780
07,Bosa,Cabecera Municipal,2035,771295,373083,398212,42853,49065,55997,112571,483928,139452
07,Bosa,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2035,771295,373083,398212,42853,49065,55997,112571,483928,139452
08,Kennedy,Cabecera Municipal,2035,1081043,530625,550418,28790,36254,60648,102012,706851,248500
08,Kennedy,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2035,1081043,530625,550418,28790,36254,60648,102012,706851,248500
09,Fontibón,Cabecera Municipal,2035,443296,204375,238921,26318,26832,24739,56051,265261,100146
09,Fontibón,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2035,443296,204375,238921,26318,26832,24739,56051,265261,100146
10,Engativá,Cabecera Municipal,2035,849053,405374,443679,25961,30616,42674,77842,537267,212535
10,Engativá,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2035,849053,405374,443679,25961,30616,42674,77842,537267,212535
11,Suba,Cabecera Municipal,2035,1480288,701595,778693,72882,46192,74740,129084,920756,365718
11,Suba,Centros Poblados y Rural Disperso,2035,5067,2622,2445,411,412,443,913,2965,836
11,Suba,Total,2035,1485355,704217,781138,73293,46604,75183,129997,923721,366554
12,Barrios Unidos,Cabecera Municipal,2035,177072,91070,86002,15043,14480,10607,27624,102526,34416
12,Barrios Unidos,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2035,177072,91070,86002,15043,14480,10607,27624,102526,34416
13,Teusaquillo,Cabecera Municipal,2035,160048,60446,99602,14364,19457,9391,32880,86076,30760
13,Teusaquillo,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2035,160048,60446,99602,14364,19457,9391,32880,86076,30760
14,Los Mártires,Cabecera Municipal,2035,86592,32158,54434,7321,15686,8132,25533,46139,9314
14,Los Mártires,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2035,86592,32158,54434,7321,15686,8132,25533,46139,9314
15,Antonio Nariño,Cabecera Municipal,2035,95290,42147,53143,16850,13202,7100,22948,45340,12798
15,Antonio Nariño,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2035,95290,42147,53143,16850,13202,7100,22948,45340,12798
16,Puente Aranda,Cabecera Municipal,2035,264460,133059,131401,14996,16570,15129,34344,156108,61657
16,Puente Aranda,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2035,264460,133059,131401,14996,16570,15129,34344,156108,61657
17,La Candelaria,Cabecera Municipal,2035,21601,10189,11412,623,725,1289,2106,14452,4512
17,La Candelaria,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2035,21601,10189,11412,623,725,1289,2106,14452,4512
18,Rafael Uribe Uribe,Cabecera Municipal,2035,412281,199200,213081,28610,32794,31833,69720,240196,78848
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2035,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2035,412281,199200,213081,28610,32794,31833,69720,240196,78848
19,Ciudad Bolivar,Cabecera Municipal,2035,718870,363594,355276,46379,58556,63742,130849,432375,117818
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2035,12633,6348,6285,1297,1385,1232,2872,6832,1887
19,Ciudad Bolivar,Total,2035,731503,369942,361561,47676,59941,64974,133721,439207,119705
20,Sumapaz,Cabecera Municipal,2035,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2035,4685,2314,2371,374,391,424,876,2577,919
20,Sumapaz,Total,2035,4685,2314,2371,374,391,424,876,2577,919
